source_id,ra,dec,g_mag,var_type,mag_bin,class,y_true,redshift,label_source
368846401197665920,11.220260,39.799163,13.935110,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
371520379116844288,16.842792,41.368709,14.827766,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368568740151766400,9.331093,39.060689,14.939019,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368959135499272192,11.768096,40.288040,14.971817,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
369281425550374528,11.156768,41.420630,15.914878,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
371523883810406528,17.091342,41.372195,15.428558,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368059253951422208,12.740031,39.329816,15.530235,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368731085620532736,9.883484,40.172620,15.525502,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368987104326416512,11.913757,40.572746,15.082110,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
370478729288442368,15.538873,37.900411,14.200958,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
371060474018745728,16.444160,39.283978,15.221917,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
373199848768414720,17.272657,42.917674,15.808847,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
367983933109022208,11.373096,38.796299,15.577461,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368427521627268864,10.863776,39.077427,14.844926,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368074814617569792,13.270738,39.390429,14.821006,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
371308345171397760,16.559479,40.165282,15.172598,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
369672787265074176,15.592745,37.293700,15.908161,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
368288845723043968,9.952799,38.298387,13.184978,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
369243256178304128,10.756335,40.925326,13.093239,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
369192369406116224,11.742380,40.777851,15.757671,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
367966242139533440,11.528611,38.594431,13.829780,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
369836923735590144,17.032718,38.318673,13.592928,,mid,star,0,,Gaia DR3 varisum (I/358/varisum)
373072850879750272,17.598440,42.259607,17.054567,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371515598817872000,16.916796,41.250256,18.130497,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
367986853686786944,11.691587,38.808834,17.171898,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370932101740610176,14.976397,39.349846,18.129536,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368365467939813376,10.798398,38.667155,17.464157,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368989333413612928,12.109059,40.584279,18.649384,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371213233119494144,17.048099,40.119790,17.533674,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371179530512314240,17.722859,40.176648,18.987108,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373085563982970240,17.060962,42.312904,18.535364,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371008178495828608,16.605545,39.154647,18.572567,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373962252707502720,14.557957,39.827689,17.376255,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373881644761640192,13.932614,39.465957,17.402342,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371252643739799936,17.284997,40.565849,16.920576,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369095092688604416,10.469201,40.144613,17.999538,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368527813408060288,8.785186,38.534518,17.688622,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371274672627855104,16.329847,39.705491,17.725630,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369035238036349056,10.460025,39.871057,18.185972,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371460799330621696,17.069759,40.945060,16.809582,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368810353536251520,10.841590,39.336208,18.405043,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369004314259657728,11.732308,40.759772,17.662971,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371152729916409344,17.520889,39.962670,17.245590,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373839725880611968,14.257914,39.247367,16.419890,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368418686879389824,10.659435,38.893912,18.385954,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368544855838546816,8.534131,38.720427,18.645283,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369202466872377472,11.876325,41.064499,16.585080,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368608425650061312,9.989761,39.186618,18.966799,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368669890928141056,9.408436,39.352605,18.726770,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369101247378712960,10.390447,40.356946,18.730507,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370507209215668736,15.280575,37.980089,18.856152,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373975107546119808,15.113795,39.907433,16.218416,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371209556627591424,17.286241,40.214874,18.236675,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370680455312505856,16.451504,39.143626,17.859621,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373191052675404288,17.204286,42.716821,16.394373,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370548445197544320,15.354403,38.359100,16.975468,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373964520450314624,14.610434,39.918585,18.812180,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370818130488738176,14.924965,38.961901,18.884445,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371358746611591808,15.562504,40.227138,16.018217,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368408795569695232,10.170197,38.829974,18.820208,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371128398926724480,17.588676,39.648034,18.084253,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370671483125436416,16.242236,38.909184,17.223639,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370627678754389376,16.617999,38.938253,17.840315,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371291951280828800,16.155958,39.861649,17.567045,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368864813722662272,11.299261,39.925412,18.917742,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373980154131433984,15.069136,40.075257,18.906914,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373183145639606784,17.402281,42.452051,18.675331,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368553140830461056,8.682279,38.867467,17.045744,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371513232291322752,16.806537,41.113787,17.033770,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373170947932433280,17.500537,42.361743,17.818834,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368572618506319232,9.337222,39.181826,18.697245,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373930126352721152,13.835849,39.973518,18.986090,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
372988154125548032,17.598233,41.698200,18.303373,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368944150357887360,11.628445,39.929260,18.955671,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370593074201997056,16.081647,38.469713,18.372143,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368684390735285120,9.279882,39.415081,18.201752,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369071869803364224,10.685675,40.248313,16.990679,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369103923141364096,10.103364,40.155212,18.845387,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369095230127617664,10.494831,40.185136,18.363302,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368911027570760320,12.463079,40.026031,18.716581,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371442756172065920,17.200974,40.730588,18.859201,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369029637386717952,10.772289,39.899751,16.612213,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373232383145335296,17.471608,43.224114,18.356752,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368320662840051584,10.739422,38.257246,18.652706,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369010189774944640,11.876587,40.827543,17.059149,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368654772642060416,10.175347,39.573403,17.245726,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368957520591571968,11.745746,40.260762,16.071580,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369012560596923008,11.995830,40.953893,18.365750,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368863404973259520,10.992975,39.936312,18.828981,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368701639324396032,9.771670,39.593820,18.205975,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371070438343003008,16.749331,39.538201,18.591995,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
367982936676582784,11.477897,38.749098,16.448828,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
367981046890935040,11.358839,38.682985,18.341175,,faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368712703160364160,9.992416,39.874175,20.589268,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371146442083492096,17.510779,39.905231,20.707346,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373882297596715136,13.975791,39.536439,19.435482,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368086604303306496,12.751901,39.448790,19.612192,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368288291671843712,9.915092,38.238640,20.633684,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368052897400036608,12.515250,39.109056,20.563107,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
367996066392893440,12.039580,38.851247,21.229053,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
371305390233379328,16.420736,39.988022,20.809385,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368433530286397824,10.346776,38.935575,19.244148,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369184565446737664,11.306992,40.847914,20.206760,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368012142454285824,11.736105,38.951670,20.908522,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368118451484966784,12.116488,39.393226,20.868740,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368880997158145664,11.878062,39.738857,20.757504,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368659239414691072,10.124194,39.677259,20.899160,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368353373311144576,10.846981,38.611330,19.833136,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373809248794770560,14.246728,38.996881,20.719242,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369097605245244288,10.247145,40.178837,20.664528,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368460227803357824,9.374926,38.193394,21.025042,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370664336298984064,15.672747,38.860148,19.144629,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370715704108942080,15.023654,38.383705,20.793568,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368313305563939584,10.584025,38.072311,19.476915,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369009055903592960,12.032956,40.873625,20.809862,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368127556815786752,12.389182,39.568468,21.451742,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370494534768103168,15.219532,37.739577,20.007032,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368115221674755328,12.498682,39.558444,19.848310,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370975395011408640,15.501831,39.881786,20.464441,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368056260358304128,12.634045,39.166087,20.220613,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370472265362637440,16.028064,37.999438,19.850986,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369281081952953856,11.123877,41.407693,20.300854,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370501269276932608,15.328783,37.858408,20.467205,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370474704903965312,15.678588,37.822981,20.687595,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373808153576548224,14.288712,38.950814,19.693897,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369280261617490304,11.146865,41.388945,21.192926,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368580864843479680,8.942022,39.116030,19.102905,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368598113432310016,9.855296,38.889961,21.177628,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370689835520474368,15.907815,39.041824,20.756006,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368537571574165760,9.011626,38.821572,20.116928,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370745498296234240,15.063001,38.557721,19.423199,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369160105608269696,11.144792,40.425895,19.684677,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369294035576728832,11.302534,41.748988,19.083118,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370473815845211904,16.003258,38.098049,20.805750,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368902579370176256,12.072952,40.052778,20.392550,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
369214080463936256,11.402080,41.050510,19.206370,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
370244597735674496,17.217999,38.983198,20.275444,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368676110038695936,9.624337,39.482929,19.607480,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373089725807302144,17.320885,42.402209,20.137133,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
373200639041919744,17.849086,42.619276,20.437931,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
368872686397739648,11.227891,40.156152,21.221024,,very_faint,star,0,,Gaia DR3 varisum (I/358/varisum)
